pm_ref,pm_rel,weight
NCT06130566,NCT04018027,6
NCT06130566,NCT00666302,6
NCT03836261,NCT05465876,6
NCT03836261,NCT01290549,6
NCT03836261,NCT01133743,6
NCT03836261,NCT00438178,6
NCT03836261,NCT00801060,6
NCT03836261,NCT01627054,6
NCT03836261,NCT05963074,6
NCT03836261,NCT00963105,6
NCT03836261,NCT00513747,6
NCT03836261,NCT02970318,6
NCT03836261,NCT02500407,6
NCT03836261,NCT02912754,6
NCT03836261,NCT01889186,6
NCT03836261,NCT00751296,6
NCT03836261,NCT00003764,6
NCT03836261,NCT02340780,6
NCT03836261,NCT02005471,6
NCT03836261,NCT03310190,6
NCT03836261,NCT00602459,6
NCT03836261,NCT00041288,6
NCT03836261,NCT00419250,6
NCT03836261,NCT00045513,6
NCT03836261,NCT01638533,6
NCT03836261,NCT01659021,6
NCT03836261,NCT02264574,6
NCT03836261,NCT00431873,6
NCT03836261,NCT04008706,6
NCT03836261,NCT01500083,6
NCT03836261,NCT01905943,6
NCT03836261,NCT00391066,6
NCT04371666,NCT02760277,6
NCT04371666,NCT02196467,6
NCT04371666,NCT03703882,6
NCT04371666,NCT02500381,6
NCT04371666,NCT03439670,6
NCT04371666,NCT03508947,6
NCT04371666,NCT01254019,6
NCT04371666,NCT02760264,6
NCT04371666,NCT03038399,6
NCT04371666,NCT06079736,6
NCT04371666,NCT02851797,6
NCT04371666,NCT03373968,6
NCT04371666,NCT03863119,6
NCT04371666,NCT03167255,6
NCT04371666,NCT03167255,6
NCT04371666,NCT04687020,6
NCT04371666,NCT03532542,6
NCT04371666,NCT04060199,6
NCT04371666,NCT03179631,6
NCT04371666,NCT02740972,6
NCT04371666,NCT02760277,6
NCT04371666,NCT03907072,6
NCT04371666,NCT01603407,6
NCT04371666,NCT04632940,6
NCT04371666,NCT04768062,6
NCT04371666,NCT01099761,6
NCT04371666,NCT04004065,6
NCT04371666,NCT03039686,6
NCT04371666,NCT02196467,6
NCT04371666,NCT05933057,6
NCT03403205,NCT04909346,6
NCT03403205,NCT04884815,6
NCT03403205,NCT04422431,6
NCT02268253,NCT05600894,8
NCT02268253,NCT03306264,6
NCT02268253,NCT02367456,6
NCT02268253,NCT03268954,6
NCT02268253,NCT01522976,6
NCT02268253,NCT02907359,6
NCT02268253,NCT00946647,6
NCT02268253,NCT00451048,6
NCT02268253,NCT04256317,6
NCT02268253,NCT02610777,6
NCT02268253,NCT01437787,6
NCT02268253,NCT04097821,6
NCT02268253,NCT02124746,6
NCT02268253,NCT04217356,6
NCT02268253,NCT04173494,6
NCT02268253,NCT05444972,6
NCT02268253,NCT00572897,6
NCT02268253,NCT04279847,6
NCT02268253,NCT04562389,6
NCT02268253,NCT02370706,6
NCT02268253,NCT04472598,6
NCT02268253,NCT02158858,6
NCT02268253,NCT01790295,6
NCT02268253,NCT00360035,6
NCT02268253,NCT03165734,6
NCT02268253,NCT01633372,6
NCT02268253,NCT02593760,6
NCT02268253,NCT04717414,6
NCT02268253,NCT02055781,6
NCT02268253,NCT01523171,6
NCT03391466,NCT01897571,6
NCT03391466,NCT01238692,6
NCT03391466,NCT04697160,6
NCT03391466,NCT02227251,6
NCT03391466,NCT01889186,6
NCT03391466,NCT04628494,6
NCT03391466,NCT04416984,6
NCT03391466,NCT03630159,6
NCT03391466,NCT02689284,6
NCT03391466,NCT02857426,6
NCT03391466,NCT02598661,6
NCT03391466,NCT04920617,6
NCT03391466,NCT00992173,6
NCT03391466,NCT02756611,6
NCT03391466,NCT01665794,6
NCT03391466,NCT02426086,6
NCT03391466,NCT04680052,6
NCT03391466,NCT01826214,6
NCT03391466,NCT04182204,6
NCT03391466,NCT02927769,6
NCT03391466,NCT00374296,6
NCT03391466,NCT02005471,6
NCT03391466,NCT02654990,6
NCT03391466,NCT01672736,6
NCT05844644,NCT03035149,6
NCT05844644,NCT02893943,6
NCT05844644,NCT02217579,6
NCT05844644,NCT02917668,6
NCT05844644,NCT02216552,6
NCT05844644,NCT04931017,6
NCT05844644,NCT00239538,6
NCT05844644,NCT02396524,6
NCT05844644,NCT03523403,6
NCT05844644,NCT00644098,6
NCT05844644,NCT00428571,6
NCT05844644,NCT01680913,6
NCT05844644,NCT05844631,6
NCT05844644,NCT02019264,6
NCT05844644,NCT02027077,6
NCT05844644,NCT03434665,6
NCT05844644,NCT05740670,6
NCT05844644,NCT01921582,6
NCT05844644,NCT01109199,6
NCT05844644,NCT05873660,6
NCT05844644,NCT03464500,6
NCT05844644,NCT06289504,6
NCT05844644,NCT02893943,6
NCT05844644,NCT02216552,6
NCT05844644,NCT03643341,6
NCT05844644,NCT01272219,6
NCT05844644,NCT01186952,6
NCT05844644,NCT03523403,6
NCT05844644,NCT00228176,6
NCT05844644,NCT01387126,6
NCT00388726,NCT01272037,8
NCT00388726,NCT05774951,8
NCT00388726,NCT02992782,6
NCT00388726,NCT00777101,6
NCT00388726,NCT01437566,6
NCT00388726,NCT06112379,6
NCT00388726,NCT02132949,6
NCT00388726,NCT03036488,6
NCT00388726,NCT02954874,6
NCT00388726,NCT01077154,6
NCT00388726,NCT01303419,6
NCT00388726,NCT04228991,6
NCT00388726,NCT06247449,6
NCT00388726,NCT02861703,6
NCT00388726,NCT00003736,6
NCT00388726,NCT00005957,6
NCT00388726,NCT03277898,6
NCT00388726,NCT02876848,6
NCT00388726,NCT00909441,6
NCT00388726,NCT03407768,6
NCT00388726,NCT02308020,6
NCT00388726,NCT05217966,6
NCT00388726,NCT06447532,6
NCT00388726,NCT03726879,6
NCT00388726,NCT03781063,6
NCT00388726,NCT03493854,6
NCT00388726,NCT06386263,6
NCT00388726,NCT01047774,6
NCT00388726,NCT04671511,6
NCT00388726,NCT00333775,6
NCT05004051,NCT01225094,6
NCT05004051,NCT04150653,6
NCT02559817,NCT02137213,6
NCT02559817,NCT00858754,6
NCT02559817,NCT04026113,6
NCT02559817,NCT01965652,6
NCT02559817,NCT03148002,6
NCT02559817,NCT00672477,6
NCT02559817,NCT01880424,6
NCT02559817,NCT04166058,6
NCT02559817,NCT02423564,6
NCT02559817,NCT01189409,6
NCT02559817,NCT00804141,6
NCT02559817,NCT00765999,6
NCT02559817,NCT02559570,6
NCT02559817,NCT00672139,6
NCT02559817,NCT01928953,6
NCT02559817,NCT03179475,6
NCT02559817,NCT06444139,6
NCT05295433,NCT04899310,6
NCT04185883,NCT04752215,8
NCT04185883,NCT02663518,8
NCT04185883,NCT05797168,8
NCT04185883,NCT05067283,8
NCT04185883,NCT05396833,8
NCT04185883,NCT04855656,8
NCT04185883,NCT03991832,6
NCT04185883,NCT01158274,6
NCT04185883,NCT04521621,6
NCT04185883,NCT02350673,6
NCT04185883,NCT04482309,6
NCT04185883,NCT05277051,6
NCT04185883,NCT01928394,6
NCT04185883,NCT02799095,6
NCT04185883,NCT05594043,6
NCT04185883,NCT02341625,6
NCT04185883,NCT00138216,6
NCT04185883,NCT04943900,6
NCT04185883,NCT00357747,6
NCT04185883,NCT03799003,6
NCT04185883,NCT03661632,6
NCT04185883,NCT03805841,6
NCT04185883,NCT04919811,6
NCT04185883,NCT01548482,6
NCT04185883,NCT02830451,6
NCT04185883,NCT00387920,6
NCT04185883,NCT02937272,6
NCT04185883,NCT02556463,6
NCT04185883,NCT03770494,6
NCT04185883,NCT00625456,6
NCT05421325,NCT01586962,6
NCT05421325,NCT02563106,6
NCT05421325,NCT01576809,6
NCT05421325,NCT01787227,6
NCT04774159,NCT03394183,6
NCT04774159,NCT01732822,6
NCT04774159,NCT01382056,6
NCT03660826,NCT04159155,8
NCT03660826,NCT03367741,6
NCT03660826,NCT03016338,6
NCT03660826,NCT01935934,6
NCT03660826,NCT02724501,6
NCT03660826,NCT05201547,6
NCT03660826,NCT06132958,6
NCT03660826,NCT05255653,6
NCT03660826,NCT02725268,6
NCT03660826,NCT01767155,6
NCT03660826,NCT05634499,6
NCT03660826,NCT01886066,6
NCT03660826,NCT01005329,6
NCT03660826,NCT04269200,6
NCT03660826,NCT00770185,6
NCT03660826,NCT02042495,6
NCT03660826,NCT04634877,6
NCT03660826,NCT04290299,6
NCT03660826,NCT03555422,6
NCT03660826,NCT03517449,6
NCT03660826,NCT02564276,6
NCT03660826,NCT06038032,6
NCT03660826,NCT00072176,6
NCT03660826,NCT03914612,6
NCT03660826,NCT00003946,6
NCT03660826,NCT04362046,6
NCT03660826,NCT01467219,6
NCT03660826,NCT05797831,6
NCT03660826,NCT00016341,6
NCT03660826,NCT00883116,6
NCT04794101,NCT04671433,8
NCT04794101,NCT03584165,6
NCT04794101,NCT04926129,6
